"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuario y gestión de cuenta","Registro exitoso de usuario y eliminación de cuenta","ERROR","2024-08-30T17:16:02.1332533-05:00[America/Bogota]","0.0","64.32"
