"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuario y gestión de cuenta","Registro exitoso de usuario y eliminación de cuenta","FAILURE","2024-08-29T21:37:45.3705378-05:00[America/Bogota]","0.0","21.77"
